ENSEMBL_ID	CD_LPS_1	WD_LPS_1	CD_LPS_2	WD_LPS_2
ENSMUSG00000027952	428	315	346	315
ENSMUSG00000020305	682	613	577	609
ENSMUSG00000032264	388	358	363	365
ENSMUSG00000037406	1323	1537	1124	1667
ENSMUSG00000050022	72	27	41	28
ENSMUSG00000038489	558	367	289	318
ENSMUSG00000030801	417	377	402	387
ENSMUSG00000042249	435	382	722	777
ENSMUSG00000096054	30	62	45	85
ENSMUSG00000061458	412	433	522	572
ENSMUSG00000055652	428	302	306	303
ENSMUSG00000025538	220	196	155	210
ENSMUSG00000045107	528	378	281	288
ENSMUSG00000034473	583	369	480	514
ENSMUSG00000029204	477	679	483	655
ENSMUSG00000033055	547	498	453	443
ENSMUSG00000046982	261	183	348	333
ENSMUSG00000029911	420	404	358	439
ENSMUSG00000021271	305	318	352	402
ENSMUSG00000031347	373	305	296	328
ENSMUSG00000015882	360	335	453	450
ENSMUSG00000031683	412	315	337	346
ENSMUSG00000082536	422	363	388	451
ENSMUSG00000044098	324	480	575	838
ENSMUSG00000046432	424	311	315	372
ENSMUSG00000089824	667	594	533	626
ENSMUSG00000025036	420	465	522	629
ENSMUSG00000029822	474	286	485	521
ENSMUSG00000027655	407	447	474	499
ENSMUSG00000057572	403	337	278	335
ENSMUSG00000031077	342	376	265	392
ENSMUSG00000092417	577	426	325	356
ENSMUSG00000021951	393	279	297	277
ENSMUSG00000031585	674	516	416	468
ENSMUSG00000029480	321	273	386	359
ENSMUSG00000041707	14	3	10	1
ENSMUSG00000075600	394	407	471	466
ENSMUSG00000032077	522	535	509	556
ENSMUSG00000050312	315	313	378	446
ENSMUSG00000023805	144	119	149	129
ENSMUSG00000021703	168	157	199	211
ENSMUSG00000027459	322	225	211	266
ENSMUSG00000096842	601	466	379	394
ENSMUSG00000041777	204	220	198	248
ENSMUSG00000054648	330	347	404	398
ENSMUSG00000049672	209	195	218	218
ENSMUSG00000028629	455	407	430	364
ENSMUSG00000033174	633	549	680	533
ENSMUSG00000035069	362	343	310	427
ENSMUSG00000021712	406	405	392	600
ENSMUSG00000025733	299	317	328	390
ENSMUSG00000041153	539	533	515	632
ENSMUSG00000030815	355	383	370	358
ENSMUSG00000037868	176	266	192	225
ENSMUSG00000026608	426	471	507	599
ENSMUSG00000015289	270	241	234	209
ENSMUSG00000075703	433	336	366	446
ENSMUSG00000078994	604	740	704	779
ENSMUSG00000010554	471	377	371	375
ENSMUSG00000041974	685	737	609	748
ENSMUSG00000028224	412	473	456	574
ENSMUSG00000005410	259	189	221	270
ENSMUSG00000022364	18	23	25	44
ENSMUSG00000041035	620	519	402	522
ENSMUSG00000021752	557	532	587	665
ENSMUSG00000027695	419	488	443	576
ENSMUSG00000044502	647	507	466	505
ENSMUSG00000022718	349	349	375	459
ENSMUSG00000027318	234	390	446	476
ENSMUSG00000061838	186	171	187	246
ENSMUSG00000036879	153	123	178	234
ENSMUSG00000062761	251	244	255	355
ENSMUSG00000041837	459	366	377	328
ENSMUSG00000042709	381	371	341	338
ENSMUSG00000026004	591	599	635	780
ENSMUSG00000030400	358	350	460	470
ENSMUSG00000034449	331	292	303	284
ENSMUSG00000058056	655	580	1070	1093
ENSMUSG00000034203	594	419	362	359
ENSMUSG00000027358	28	69	55	83
ENSMUSG00000033430	344	297	261	313
ENSMUSG00000028223	305	240	235	259
ENSMUSG00000050395	664	1112	1744	2272
ENSMUSG00000040220	567	460	471	584
ENSMUSG00000023074	379	492	277	381
ENSMUSG00000025464	105	87	109	124
ENSMUSG00000028651	519	414	364	420
ENSMUSG00000071757	699	823	749	817
ENSMUSG00000030055	481	836	805	1067
ENSMUSG00000033111	501	529	476	598
ENSMUSG00000063108	396	405	587	666
ENSMUSG00000072844	458	723	2667	894
ENSMUSG00000036840	716	690	598	673
ENSMUSG00000039461	346	290	316	308
ENSMUSG00000021420	351	254	223	287
ENSMUSG00000038644	177	156	132	137
ENSMUSG00000042419	584	579	476	533
ENSMUSG00000007950	168	104	104	113
ENSMUSG00000033434	593	720	620	478
ENSMUSG00000031617	152	164	151	215
ENSMUSG00000005150	360	315	268	267
ENSMUSG00000050299	509	425	374	390
ENSMUSG00000043432	709	616	702	553
ENSMUSG00000029670	245	250	300	316
ENSMUSG00000075702	314	245	246	317
ENSMUSG00000025920	690	569	736	846
ENSMUSG00000021431	357	307	364	408
ENSMUSG00000034789	628	496	425	442
ENSMUSG00000020898	141	171	176	230
ENSMUSG00000024970	939	720	655	636
ENSMUSG00000060376	118	109	111	134
ENSMUSG00000062937	241	226	213	300
ENSMUSG00000028986	388	358	321	349
ENSMUSG00000023571	290	225	211	230
ENSMUSG00000027935	577	451	404	504
ENSMUSG00000037151	65	44	49	60
ENSMUSG00000030421	293	243	231	297
ENSMUSG00000052748	596	555	574	740
ENSMUSG00000021645	517	500	433	487
ENSMUSG00000028863	397	389	341	323
ENSMUSG00000015542	174	168	149	146
ENSMUSG00000091144	686	780	929	986
ENSMUSG00000087687	682	402	328	352
ENSMUSG00000064109	538	401	292	310
ENSMUSG00000035064	9	24	24	34
ENSMUSG00000039221	732	314	336	322
ENSMUSG00000031925	219	240	362	399
ENSMUSG00000034926	115	70	171	254
ENSMUSG00000039163	414	325	304	387
ENSMUSG00000022828	369	344	342	329
ENSMUSG00000033862	299	273	253	243
ENSMUSG00000046562	660	523	508	499
ENSMUSG00000028467	214	152	182	212
ENSMUSG00000039046	309	354	396	530
ENSMUSG00000002017	254	278	289	300
ENSMUSG00000021811	150	129	151	152
ENSMUSG00000047084	310	194	191	148
ENSMUSG00000003848	358	177	213	198
ENSMUSG00000035649	370	350	406	515
ENSMUSG00000022514	675	650	783	991
ENSMUSG00000027176	515	446	464	515
ENSMUSG00000025505	364	377	373	368
ENSMUSG00000027710	403	364	386	451
ENSMUSG00000031443	1093	853	600	549
ENSMUSG00000020921	602	483	389	436
ENSMUSG00000031931	396	415	441	544
ENSMUSG00000030577	292	471	348	331
ENSMUSG00000021905	476	385	319	370
ENSMUSG00000070283	409	345	287	308
ENSMUSG00000034729	588	419	384	362
ENSMUSG00000026782	364	290	379	449
ENSMUSG00000049489	374	263	286	265
ENSMUSG00000005897	336	337	400	486
ENSMUSG00000056383	400	376	409	670
ENSMUSG00000045730	24	18	21	12
ENSMUSG00000042198	382	256	270	336
ENSMUSG00000051351	467	426	554	516
ENSMUSG00000022751	309	279	258	333
ENSMUSG00000051147	562	563	617	696
ENSMUSG00000053453	590	454	408	533
ENSMUSG00000015968	501	567	663	964
ENSMUSG00000014177	348	247	239	324
ENSMUSG00000032308	430	355	376	427
ENSMUSG00000063052	302	326	289	430
ENSMUSG00000053641	343	332	409	389
ENSMUSG00000022360	110	85	109	150
ENSMUSG00000010911	327	277	276	346
ENSMUSG00000037461	148	190	190	200
ENSMUSG00000044465	254	190	246	241
ENSMUSG00000017376	309	280	287	326
ENSMUSG00000032834	286	213	305	254
ENSMUSG00000025193	511	501	431	526
ENSMUSG00000059278	438	293	223	260
ENSMUSG00000045005	454	486	640	767
ENSMUSG00000020018	676	549	450	531
ENSMUSG00000035215	346	225	183	163
ENSMUSG00000026102	432	518	569	680
ENSMUSG00000054640	177	237	343	438
ENSMUSG00000054716	631	383	338	304
ENSMUSG00000019826	420	440	392	415
ENSMUSG00000028035	334	239	192	246
ENSMUSG00000029594	302	268	397	353
ENSMUSG00000022707	374	365	419	470
ENSMUSG00000043510	125	94	66	70
ENSMUSG00000063354	245	181	298	208
ENSMUSG00000028896	329	218	205	225
ENSMUSG00000021552	543	426	463	524
ENSMUSG00000040771	326	243	215	296
ENSMUSG00000038260	415	389	619	526
ENSMUSG00000063439	557	489	354	395
ENSMUSG00000038291	394	316	280	305
ENSMUSG00000020955	438	264	250	286
ENSMUSG00000035047	357	432	479	540
ENSMUSG00000038286	250	231	217	214
ENSMUSG00000024378	175	89	146	153
ENSMUSG00000036845	468	387	404	393
ENSMUSG00000038545	191	163	151	175
ENSMUSG00000063808	388	353	408	508
ENSMUSG00000002326	292	270	284	293
ENSMUSG00000036959	396	347	570	628
ENSMUSG00000031832	380	362	427	380
ENSMUSG00000025375	29	30	25	25
ENSMUSG00000029554	242	196	242	215
ENSMUSG00000044252	301	341	270	323
ENSMUSG00000039210	411	490	508	561
ENSMUSG00000035473	276	222	253	296
ENSMUSG00000070871	573	536	799	835
ENSMUSG00000026411	375	263	260	312
ENSMUSG00000027175	287	272	289	304
ENSMUSG00000033751	407	371	306	319
ENSMUSG00000036086	509	478	392	497
ENSMUSG00000056260	476	419	477	477
ENSMUSG00000031974	343	365	445	543
ENSMUSG00000005774	454	575	688	891
ENSMUSG00000031365	397	359	401	517
ENSMUSG00000046841	215	229	162	165
ENSMUSG00000037020	206	432	420	596
ENSMUSG00000048852	606	826	1073	1269
ENSMUSG00000064181	778	969	882	1133
ENSMUSG00000074994	181	187	227	321
ENSMUSG00000051786	235	286	323	429
ENSMUSG00000038880	278	245	229	227
ENSMUSG00000032342	385	258	286	304
ENSMUSG00000071337	289	267	270	338
ENSMUSG00000001707	511	478	395	329
ENSMUSG00000026203	685	540	507	493
ENSMUSG00000027428	259	270	261	303
ENSMUSG00000035513	852	867	1039	1170
ENSMUSG00000025869	245	133	150	127
ENSMUSG00000052917	337	272	319	453
ENSMUSG00000002297	337	240	243	331
ENSMUSG00000024238	645	660	1087	1344
ENSMUSG00000036555	82	81	70	106
ENSMUSG00000036860	536	439	320	389
ENSMUSG00000057421	192	156	187	185
ENSMUSG00000075419	357	276	258	232
ENSMUSG00000044447	82	54	86	89
ENSMUSG00000017400	314	279	218	203
ENSMUSG00000022814	238	182	159	214
ENSMUSG00000041096	221	179	195	187
ENSMUSG00000067942	387	359	396	514
ENSMUSG00000020781	329	243	233	254
ENSMUSG00000030509	399	322	423	485
ENSMUSG00000022335	429	406	524	541
ENSMUSG00000034192	643	492	455	480
ENSMUSG00000052949	134	164	156	183
ENSMUSG00000027284	173	130	139	167
ENSMUSG00000038067	1080	1480	968	832
ENSMUSG00000057706	38	28	33	15
ENSMUSG00000025158	270	195	265	304
ENSMUSG00000042308	288	351	345	418
ENSMUSG00000046947	362	372	354	429
ENSMUSG00000042831	415	337	317	344
ENSMUSG00000006517	225	252	202	205
ENSMUSG00000018858	375	268	273	306
ENSMUSG00000028517	672	1220	1119	1140
ENSMUSG00000024442	212	191	169	225
ENSMUSG00000036430	450	344	218	282
ENSMUSG00000027551	344	308	339	314
ENSMUSG00000049553	206	192	206	234
ENSMUSG00000032565	216	212	190	229
ENSMUSG00000005682	257	308	381	378
ENSMUSG00000031647	516	283	582	565
ENSMUSG00000032519	463	362	352	366
ENSMUSG00000086507	316	568	691	962
ENSMUSG00000035933	154	152	169	218
ENSMUSG00000034748	498	615	575	626
ENSMUSG00000045996	514	406	318	388
ENSMUSG00000039741	211	263	390	439
ENSMUSG00000019738	377	268	242	289
ENSMUSG00000042063	267	278	239	386
ENSMUSG00000028944	9	13	15	9
ENSMUSG00000073147	175	223	256	245
ENSMUSG00000067370	358	253	228	226
ENSMUSG00000060441	227	197	238	323
ENSMUSG00000022439	240	165	145	175
ENSMUSG00000048911	395	493	666	848
ENSMUSG00000021715	478	366	354	381
ENSMUSG00000026036	411	331	364	385
ENSMUSG00000004815	250	350	485	516
ENSMUSG00000098050	708	1220	1363	1676
ENSMUSG00000064372	347	482	454	443
ENSMUSG00000038949	376	324	468	664
ENSMUSG00000027495	165	155	172	198
ENSMUSG00000115230	225	305	184	271
ENSMUSG00000018659	115	78	113	110
ENSMUSG00000027452	134	237	215	295
ENSMUSG00000024528	664	579	555	489
ENSMUSG00000060181	378	310	360	431
ENSMUSG00000047434	104	107	119	92
ENSMUSG00000070420	352	351	377	372
ENSMUSG00000049409	919	1337	1196	1733
ENSMUSG00000033429	305	217	174	233
ENSMUSG00000023982	384	213	274	236
ENSMUSG00000021113	708	492	483	467
ENSMUSG00000039164	433	407	560	499
ENSMUSG00000004462	202	182	185	183
ENSMUSG00000028102	313	335	223	233
ENSMUSG00000029781	326	247	326	255
ENSMUSG00000078572	480	363	336	333
ENSMUSG00000023959	1271	1015	1774	1974
ENSMUSG00000024975	32	24	29	38
ENSMUSG00000004661	371	432	498	639
ENSMUSG00000031586	956	825	724	720
ENSMUSG00000026027	261	249	212	251
ENSMUSG00000066640	303	284	364	425
ENSMUSG00000030512	581	440	352	425
ENSMUSG00000020032	34	43	33	16
ENSMUSG00000004929	211	178	163	200
ENSMUSG00000055296	156	106	194	266
ENSMUSG00000116564	286	230	266	240
ENSMUSG00000063884	341	281	305	338
ENSMUSG00000027510	275	207	167	190
ENSMUSG00000031864	329	284	286	376
ENSMUSG00000026806	306	222	257	208
ENSMUSG00000028910	434	308	273	348
ENSMUSG00000030611	393	268	253	244
ENSMUSG00000018427	69	58	50	68
ENSMUSG00000024843	340	389	337	292
ENSMUSG00000025195	113	97	103	120
ENSMUSG00000040195	403	603	509	673
ENSMUSG00000026721	303	384	409	493
ENSMUSG00000028911	351	372	508	546
ENSMUSG00000027185	123	106	127	147
ENSMUSG00000050394	824	1157	955	1404
ENSMUSG00000073755	117	95	131	107
ENSMUSG00000028884	465	418	299	371
ENSMUSG00000034175	193	200	131	118
ENSMUSG00000090266	438	260	245	234
ENSMUSG00000029730	102	130	111	93
ENSMUSG00000032177	149	150	265	298
ENSMUSG00000029275	1458	1190	1422	1410
ENSMUSG00000036073	208	227	190	250
ENSMUSG00000022419	8	5	37	45
ENSMUSG00000075040	337	357	429	387
ENSMUSG00000022160	333	374	378	381
ENSMUSG00000070639	609	534	752	763
ENSMUSG00000038982	323	258	254	260
ENSMUSG00000021360	748	803	781	1080
ENSMUSG00000054469	354	319	368	474
ENSMUSG00000028312	222	161	244	354
ENSMUSG00000028013	401	266	247	357
ENSMUSG00000053897	424	395	482	583
ENSMUSG00000025266	346	281	362	473
ENSMUSG00000001998	337	456	617	721
ENSMUSG00000045409	287	286	322	342
ENSMUSG00000019878	569	523	510	574
ENSMUSG00000059689	487	352	301	316
ENSMUSG00000036980	239	284	327	331
ENSMUSG00000031723	709	565	489	552
ENSMUSG00000061273	145	135	162	183
ENSMUSG00000042148	448	416	385	420
ENSMUSG00000038080	183	190	241	270
ENSMUSG00000069910	308	430	321	488
ENSMUSG00000020514	464	352	326	357
ENSMUSG00000078941	800	531	390	467
ENSMUSG00000022313	708	554	522	675
ENSMUSG00000029507	349	192	225	208
ENSMUSG00000023988	379	281	250	234
ENSMUSG00000074922	397	359	406	439
ENSMUSG00000057858	539	517	447	576
ENSMUSG00000024769	476	383	472	521
ENSMUSG00000037573	354	289	378	386
ENSMUSG00000022601	345	279	370	352
ENSMUSG00000025870	204	185	239	213
ENSMUSG00000033364	407	426	465	548
ENSMUSG00000028885	718	593	563	779
ENSMUSG00000031816	202	201	204	225
ENSMUSG00000032252	138	170	193	171
ENSMUSG00000027508	354	383	424	629
ENSMUSG00000040913	178	125	138	142
ENSMUSG00000033909	157	152	221	167
ENSMUSG00000005370	181	139	161	152
ENSMUSG00000074890	289	242	209	224
ENSMUSG00000024370	177	181	194	214
ENSMUSG00000021215	1000	1126	883	931
ENSMUSG00000049287	528	437	352	395
ENSMUSG00000042770	174	116	142	117
ENSMUSG00000038872	68	52	67	74
ENSMUSG00000020949	286	214	225	238
ENSMUSG00000020441	371	296	292	272
ENSMUSG00000022253	319	246	210	189
ENSMUSG00000059810	667	538	499	519
ENSMUSG00000003809	132	124	134	135
ENSMUSG00000026577	567	518	515	543
ENSMUSG00000071281	226	245	244	343
ENSMUSG00000020284	146	110	108	137
ENSMUSG00000034485	424	610	657	1109
ENSMUSG00000029815	650	497	390	396
ENSMUSG00000028093	71	78	42	78
ENSMUSG00000039254	196	230	224	249
ENSMUSG00000032014	1403	1009	979	1089
ENSMUSG00000035245	259	220	263	357
ENSMUSG00000021510	221	253	255	344
ENSMUSG00000044763	328	190	215	208
ENSMUSG00000023905	632	590	463	446
ENSMUSG00000069769	518	389	644	698
ENSMUSG00000074829	217	140	159	237
ENSMUSG00000031577	463	419	455	461
ENSMUSG00000048696	351	284	298	244
ENSMUSG00000018599	535	417	351	429
ENSMUSG00000024350	253	208	296	330
ENSMUSG00000009076	279	232	186	186
ENSMUSG00000050705	412	306	341	341
ENSMUSG00000031984	266	183	200	177
ENSMUSG00000063382	209	218	287	400
ENSMUSG00000037347	574	301	423	345
ENSMUSG00000024533	279	232	337	314
ENSMUSG00000051989	340	227	220	194
ENSMUSG00000027959	516	801	691	945
ENSMUSG00000024269	431	341	448	493
ENSMUSG00000005580	30	38	54	54
ENSMUSG00000058729	414	375	431	554
ENSMUSG00000041506	434	383	307	281
ENSMUSG00000040524	249	303	367	510
ENSMUSG00000037787	204	168	177	216
ENSMUSG00000027285	220	227	234	237
ENSMUSG00000025962	338	283	304	296
ENSMUSG00000029003	657	581	531	516
ENSMUSG00000047712	277	226	374	355
ENSMUSG00000019809	304	353	274	403
ENSMUSG00000039990	372	311	320	381
ENSMUSG00000039599	269	272	295	340
ENSMUSG00000065037	320	116	124	317
ENSMUSG00000003444	591	436	431	383
ENSMUSG00000022911	378	445	457	535
ENSMUSG00000024191	518	431	463	452
ENSMUSG00000034765	505	693	604	679
ENSMUSG00000043909	204	164	282	257
ENSMUSG00000050668	426	358	360	484
ENSMUSG00000002393	212	160	104	161
ENSMUSG00000072582	322	213	190	191
ENSMUSG00000058298	405	475	572	708
ENSMUSG00000024247	350	383	321	283
ENSMUSG00000024963	276	268	280	311
ENSMUSG00000027424	336	201	192	217
ENSMUSG00000020451	229	228	207	207
ENSMUSG00000063506	168	127	159	134
ENSMUSG00000003865	587	441	345	345
ENSMUSG00000026390	835	550	1001	801
ENSMUSG00000057551	222	190	232	283
ENSMUSG00000020886	182	157	223	208
ENSMUSG00000034518	279	212	285	342
ENSMUSG00000042271	341	363	391	495
ENSMUSG00000037370	185	216	192	219
ENSMUSG00000021481	323	347	258	281
ENSMUSG00000066357	88	78	86	123
ENSMUSG00000032459	496	372	471	457
ENSMUSG00000004896	240	299	338	304
ENSMUSG00000032705	300	267	271	267
ENSMUSG00000032534	378	286	261	336
ENSMUSG00000027981	414	509	422	538
ENSMUSG00000021087	468	432	967	786
ENSMUSG00000023274	103	176	189	223
ENSMUSG00000027068	306	492	480	657
ENSMUSG00000044730	308	277	292	284
ENSMUSG00000004837	547	615	431	643
ENSMUSG00000061759	292	241	236	228
ENSMUSG00000064105	31	12	21	21
ENSMUSG00000010290	388	311	326	374
ENSMUSG00000030103	403	426	349	302
ENSMUSG00000063253	384	329	299	478
ENSMUSG00000052155	405	330	478	543
ENSMUSG00000046351	384	312	343	417
ENSMUSG00000020525	250	227	232	251
ENSMUSG00000033039	257	290	344	362
ENSMUSG00000052423	306	342	413	411
ENSMUSG00000021273	493	275	375	362
ENSMUSG00000019823	35	47	53	36
ENSMUSG00000075122	671	804	606	807
ENSMUSG00000032477	609	451	498	440
ENSMUSG00000021103	413	341	310	405
ENSMUSG00000074361	66	84	62	49
ENSMUSG00000052248	649	646	528	652
ENSMUSG00000069607	161	267	271	326
ENSMUSG00000024317	318	287	276	324
ENSMUSG00000090137	394	354	306	337
ENSMUSG00000038055	271	166	204	216
ENSMUSG00000000439	238	288	224	324
ENSMUSG00000021952	206	159	244	315
ENSMUSG00000095677	647	630	502	598
ENSMUSG00000021532	355	316	247	338
ENSMUSG00000036850	260	119	110	131
ENSMUSG00000043090	186	193	211	217
ENSMUSG00000027845	309	361	294	337
ENSMUSG00000015942	169	199	269	296
ENSMUSG00000027201	328	442	487	506
ENSMUSG00000007777	273	212	166	191
ENSMUSG00000021928	272	212	169	216
ENSMUSG00000020289	262	295	322	395
ENSMUSG00000022634	197	135	161	174
ENSMUSG00000031631	216	191	233	278
ENSMUSG00000010057	351	265	264	271
ENSMUSG00000041215	145	114	164	183
ENSMUSG00000067722	320	239	224	168
ENSMUSG00000060427	331	261	335	401
ENSMUSG00000044934	251	368	299	371
ENSMUSG00000062075	208	214	230	194
ENSMUSG00000063760	401	500	492	591
ENSMUSG00000025037	339	281	340	368
ENSMUSG00000019917	396	470	446	519
ENSMUSG00000032267	368	333	332	424
ENSMUSG00000038534	254	245	201	223
ENSMUSG00000038510	474	400	305	403
ENSMUSG00000042303	190	107	134	153
ENSMUSG00000110841	323	224	236	238
ENSMUSG00000026637	513	384	429	446
ENSMUSG00000027286	205	196	166	197
ENSMUSG00000014873	132	122	143	148
ENSMUSG00000046456	12	28	15	27
ENSMUSG00000026037	261	199	280	273
ENSMUSG00000042590	154	124	149	207
ENSMUSG00000031787	349	372	299	410
ENSMUSG00000050373	246	201	190	157
ENSMUSG00000021476	67	44	67	68
ENSMUSG00000029290	326	258	294	351
ENSMUSG00000032883	68	58	62	91
ENSMUSG00000044881	255	196	212	220
ENSMUSG00000022978	216	163	159	201
ENSMUSG00000056019	231	212	204	279
ENSMUSG00000022544	239	223	213	189
ENSMUSG00000033222	183	178	172	215
ENSMUSG00000036934	618	348	419	454
ENSMUSG00000003549	430	344	304	345
ENSMUSG00000004994	432	446	427	438
ENSMUSG00000030888	274	304	275	289
ENSMUSG00000037795	257	242	399	396
ENSMUSG00000026279	548	405	343	354
ENSMUSG00000029804	159	226	277	329
ENSMUSG00000023050	65	61	61	57
ENSMUSG00000027281	661	626	784	1024
ENSMUSG00000024298	185	185	557	665
ENSMUSG00000049580	138	82	100	101
ENSMUSG00000028292	289	229	253	315
ENSMUSG00000024067	240	157	184	180
ENSMUSG00000058755	355	391	318	336
ENSMUSG00000043881	105	127	118	132
ENSMUSG00000015126	393	330	322	328
ENSMUSG00000015112	155	131	193	204
ENSMUSG00000026313	169	181	189	180
ENSMUSG00000033065	179	211	187	188
ENSMUSG00000074918	320	204	223	219
ENSMUSG00000078502	191	215	186	286
ENSMUSG00000029587	98	91	121	135
ENSMUSG00000044485	443	334	363	257
ENSMUSG00000028551	168	88	158	152
ENSMUSG00000057469	89	78	101	61
ENSMUSG00000073423	133	149	180	156
ENSMUSG00000032114	179	113	132	103
ENSMUSG00000079184	237	237	253	209
ENSMUSG00000082286	52	71	103	81
ENSMUSG00000046417	846	764	637	705
ENSMUSG00000021240	154	128	136	172
ENSMUSG00000049728	362	309	323	322
ENSMUSG00000022246	382	539	479	536
ENSMUSG00000020038	684	561	561	588
ENSMUSG00000053390	340	322	395	417
ENSMUSG00000021048	73	75	97	86
ENSMUSG00000068742	424	431	498	387
ENSMUSG00000053347	317	251	262	313
ENSMUSG00000019952	217	202	202	232
ENSMUSG00000070390	25	26	17	29
ENSMUSG00000072825	210	151	252	231
ENSMUSG00000031534	245	164	180	224
ENSMUSG00000052557	122	138	159	215
ENSMUSG00000055897	211	258	347	384
ENSMUSG00000085396	86	101	150	109
ENSMUSG00000016239	213	207	184	233
ENSMUSG00000001227	137	126	121	90
ENSMUSG00000005102	111	125	133	121
ENSMUSG00000048497	174	107	109	133
ENSMUSG00000051355	444	397	303	377
ENSMUSG00000057181	258	232	215	294
ENSMUSG00000031758	602	599	657	715
ENSMUSG00000039917	302	264	248	266
ENSMUSG00000033054	218	197	320	326
ENSMUSG00000018697	274	227	220	212
ENSMUSG00000031023	262	228	172	198
ENSMUSG00000020659	321	384	348	467
ENSMUSG00000021690	50	28	30	25
ENSMUSG00000055116	218	256	242	347
ENSMUSG00000029464	174	150	138	164
ENSMUSG00000067367	368	369	312	421
ENSMUSG00000022787	424	344	314	309
ENSMUSG00000033257	160	162	181	195
ENSMUSG00000033068	135	86	78	90
ENSMUSG00000039199	175	190	215	255
ENSMUSG00000008435	410	262	330	316
ENSMUSG00000046731	503	368	331	383
ENSMUSG00000034471	345	264	445	423
ENSMUSG00000035762	410	396	380	504
ENSMUSG00000032040	208	123	159	113
ENSMUSG00000030604	257	233	243	280
ENSMUSG00000041231	562	669	522	807
ENSMUSG00000039660	329	269	291	290
ENSMUSG00000024999	290	228	307	275
ENSMUSG00000030613	414	304	299	335
ENSMUSG00000059895	255	239	197	255
ENSMUSG00000025995	161	152	164	159
ENSMUSG00000035476	381	330	507	610
ENSMUSG00000054770	297	272	362	451
ENSMUSG00000031134	426	382	425	555
ENSMUSG00000035845	336	296	334	347
ENSMUSG00000040428	785	948	1130	1304
ENSMUSG00000021236	143	98	118	134
ENSMUSG00000025971	507	493	345	466
ENSMUSG00000037275	181	194	191	169
ENSMUSG00000041939	234	181	175	204
ENSMUSG00000036678	146	166	130	198
ENSMUSG00000019763	117	129	158	196
ENSMUSG00000020654	71	116	118	151
ENSMUSG00000005893	145	136	166	287
ENSMUSG00000017418	318	316	406	560
ENSMUSG00000030041	119	161	106	160
ENSMUSG00000021180	85	91	70	132
ENSMUSG00000023259	179	178	221	134
ENSMUSG00000056185	149	184	173	179
ENSMUSG00000032766	405	327	299	291
ENSMUSG00000006526	619	492	469	537
ENSMUSG00000036944	72	52	77	92
ENSMUSG00000072694	405	258	238	241
ENSMUSG00000041438	300	225	239	231
ENSMUSG00000033624	63	56	106	167
ENSMUSG00000028743	93	69	74	60
ENSMUSG00000000876	134	97	98	153
ENSMUSG00000060152	157	89	108	85
ENSMUSG00000097333	301	319	310	352
ENSMUSG00000035958	190	142	176	176
ENSMUSG00000078439	182	183	162	142
ENSMUSG00000037907	189	169	206	202
ENSMUSG00000030534	128	166	179	189
ENSMUSG00000028990	556	409	383	430
ENSMUSG00000027082	273	313	344	346
ENSMUSG00000022299	215	217	195	214
ENSMUSG00000006715	110	67	61	70
ENSMUSG00000013275	260	247	260	274
ENSMUSG00000012429	292	237	229	235
ENSMUSG00000022742	165	145	154	172
ENSMUSG00000030279	113	106	122	138
ENSMUSG00000070953	432	432	367	458
ENSMUSG00000020634	369	359	493	483
ENSMUSG00000040410	205	188	192	229
ENSMUSG00000047649	200	154	107	124
ENSMUSG00000025782	251	245	323	296
ENSMUSG00000070737	270	271	248	246
ENSMUSG00000034126	215	145	139	227
ENSMUSG00000034105	356	434	329	401
ENSMUSG00000091971	1830	797	1113	1047
ENSMUSG00000057409	308	259	268	300
ENSMUSG00000020069	376	303	358	388
ENSMUSG00000047767	206	203	156	115
ENSMUSG00000025077	298	334	385	457
ENSMUSG00000033964	326	274	345	460
ENSMUSG00000024078	175	144	188	228
ENSMUSG00000003228	289	252	282	272
ENSMUSG00000030763	208	172	179	225
ENSMUSG00000078780	1026	586	507	811
ENSMUSG00000018841	329	254	235	303
ENSMUSG00000028496	553	424	725	777
ENSMUSG00000050890	227	159	228	237
ENSMUSG00000045248	344	296	343	378
ENSMUSG00000022359	264	212	164	224
ENSMUSG00000025470	303	229	207	236
ENSMUSG00000023156	170	101	78	128
ENSMUSG00000044629	122	132	96	103
ENSMUSG00000028229	77	62	75	92
ENSMUSG00000044442	242	188	216	256
ENSMUSG00000101188	481	473	441	539
ENSMUSG00000004100	262	176	154	150
ENSMUSG00000024800	403	376	341	318
ENSMUSG00000035620	292	277	266	336
ENSMUSG00000026640	55	85	97	128
ENSMUSG00000034656	37	34	62	68
ENSMUSG00000025857	272	332	340	338
ENSMUSG00000049932	276	140	153	174
ENSMUSG00000038069	361	297	311	313
ENSMUSG00000095098	70	29	20	21
ENSMUSG00000089715	41	18	33	25
ENSMUSG00000026200	219	226	302	315
ENSMUSG00000033773	324	294	293	323
ENSMUSG00000042447	304	204	236	299
ENSMUSG00000039783	387	312	428	443
ENSMUSG00000031934	193	152	151	126
ENSMUSG00000028653	259	259	245	297
ENSMUSG00000024151	34	24	31	47
ENSMUSG00000058388	177	182	212	192
ENSMUSG00000107215	212	342	759	807
ENSMUSG00000053553	89	84	75	78
ENSMUSG00000045411	65	70	59	60
ENSMUSG00000033105	184	169	187	214
ENSMUSG00000069899	453	318	276	282
ENSMUSG00000028965	671	789	562	765
ENSMUSG00000053411	47	45	31	61
ENSMUSG00000023034	78	37	53	60
